,hospital,date,year,monthday,month,day,attendences,min,max,aver,Hosp_ID,Time_ID,DAT,ThreeDAT,EHIaccl,dow,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Year_1,Year_2,Year_3,Year_4,Year_5,Year_6,Year_7,Year_8
14610,davis,2009-01-01,2009,101,1,1,180.0,4.0,6.0,5.0,6,1,5.0,,,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14611,davis,2009-01-02,2009,102,1,2,193.0,3.0,9.0,7.0,6,2,6.0,,,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14612,davis,2009-01-03,2009,103,1,3,171.0,1.0,11.0,6.0,6,3,6.0,5.666666507720947,,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14613,davis,2009-01-04,2009,104,1,4,151.0,-4.0,10.0,3.0,6,4,3.0,5.0,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14614,davis,2009-01-05,2009,105,1,5,177.0,5.0,7.0,6.0,6,5,6.0,5.0,,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14615,davis,2009-01-06,2009,106,1,6,173.0,2.0,10.0,6.0,6,6,6.0,5.0,,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14616,davis,2009-01-07,2009,107,1,7,163.0,-1.0,8.0,3.0,6,7,3.5,5.166666507720947,,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14617,davis,2009-01-08,2009,108,1,8,154.0,3.0,8.0,6.0,6,8,5.5,5.0,,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14618,davis,2009-01-09,2009,109,1,9,176.0,2.0,15.0,8.0,6,9,8.5,5.833333492279053,,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14619,davis,2009-01-10,2009,110,1,10,178.0,-3.0,14.0,6.0,6,10,5.5,6.5,,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14620,davis,2009-01-11,2009,111,1,11,171.0,-3.0,14.0,6.0,6,11,5.5,6.5,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14621,davis,2009-01-12,2009,112,1,12,193.0,0.0,23.0,11.0,6,12,11.5,7.5,,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14622,davis,2009-01-13,2009,113,1,13,188.0,1.0,18.0,9.0,6,13,9.5,8.833333015441895,,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14623,davis,2009-01-14,2009,114,1,14,179.0,-1.0,17.0,8.0,6,14,8.0,9.666666984558105,,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14624,davis,2009-01-15,2009,115,1,15,189.0,0.0,17.0,9.0,6,15,8.5,8.666666984558105,,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14625,davis,2009-01-16,2009,116,1,16,149.0,0.0,18.0,9.0,6,16,9.0,8.5,,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14626,davis,2009-01-17,2009,117,1,17,183.0,1.0,18.0,9.0,6,17,9.5,9.0,,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14627,davis,2009-01-18,2009,118,1,18,179.0,1.0,19.0,10.0,6,18,10.0,9.5,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14628,davis,2009-01-19,2009,119,1,19,193.0,-1.0,18.0,8.0,6,19,8.5,9.333333015441895,,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14629,davis,2009-01-20,2009,120,1,20,170.0,1.0,19.0,10.0,6,20,10.0,9.5,,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14630,davis,2009-01-21,2009,121,1,21,194.0,5.0,14.0,9.0,6,21,9.5,9.333333015441895,,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14631,davis,2009-01-22,2009,122,1,22,166.0,9.0,12.0,11.0,6,22,10.5,10.0,,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14632,davis,2009-01-23,2009,123,1,23,156.0,10.0,13.0,11.0,6,23,11.5,10.5,,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14633,davis,2009-01-24,2009,124,1,24,169.0,7.0,15.0,11.0,6,24,11.0,11.0,,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14634,davis,2009-01-25,2009,125,1,25,164.0,3.0,12.0,7.0,6,25,7.5,10.0,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14635,davis,2009-01-26,2009,126,1,26,174.0,2.0,13.0,7.0,6,26,7.5,8.666666984558105,,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14636,davis,2009-01-27,2009,127,1,27,184.0,-1.0,12.0,6.0,6,27,5.5,6.833333492279053,,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14637,davis,2009-01-28,2009,128,1,28,174.0,0.0,16.0,8.0,6,28,8.0,7.0,,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14638,davis,2009-01-29,2009,129,1,29,172.0,-1.0,16.0,8.0,6,29,7.5,7.0,,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14639,davis,2009-01-30,2009,130,1,30,184.0,-1.0,16.0,8.0,6,30,7.5,7.666666507720947,,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14640,davis,2009-01-31,2009,131,1,31,162.0,1.0,19.0,10.0,6,31,10.0,8.333333015441895,0.6333330273628235,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14641,davis,2009-02-01,2009,201,2,1,159.0,0.0,18.0,9.0,6,32,9.0,8.833333015441895,0.9666663408279419,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14642,davis,2009-02-02,2009,202,2,2,166.0,2.0,19.0,10.0,6,33,10.5,9.833333015441895,1.866666316986084,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14643,davis,2009-02-03,2009,203,2,3,174.0,2.0,20.0,11.0,6,34,11.0,10.166666984558105,2.0500004291534424,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14644,davis,2009-02-04,2009,204,2,4,181.0,3.0,18.0,10.0,6,35,10.5,10.666666984558105,2.2833335399627686,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14645,davis,2009-02-05,2009,205,2,5,188.0,9.0,15.0,12.0,6,36,12.0,11.166666984558105,2.633333683013916,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14646,davis,2009-02-06,2009,206,2,6,188.0,9.0,14.0,11.0,6,37,11.5,11.333333015441895,2.5999996662139893,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14647,davis,2009-02-07,2009,207,2,7,172.0,4.0,16.0,10.0,6,38,10.0,11.166666984558105,2.1666669845581055,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14648,davis,2009-02-08,2009,208,2,8,187.0,3.0,13.0,8.0,6,39,8.0,9.833333015441895,0.6833330392837524,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14649,davis,2009-02-09,2009,209,2,9,189.0,2.0,12.0,7.0,6,40,7.0,8.333333015441895,-0.8000003099441528,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14650,davis,2009-02-10,2009,210,2,10,180.0,-1.0,11.0,5.0,6,41,5.0,6.666666507720947,-2.516666889190674,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14651,davis,2009-02-11,2009,211,2,11,168.0,6.0,11.0,8.0,6,42,8.5,6.833333492279053,-2.3333332538604736,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14652,davis,2009-02-12,2009,212,2,12,177.0,6.0,9.0,7.0,6,43,7.5,7.0,-2.066666603088379,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14653,davis,2009-02-13,2009,213,2,13,195.0,4.0,9.0,7.0,6,44,6.5,7.5,-1.5,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14654,davis,2009-02-14,2009,214,2,14,177.0,4.0,12.0,8.0,6,45,8.0,7.333333492279053,-1.616666555404663,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14655,davis,2009-02-15,2009,215,2,15,168.0,7.0,11.0,9.0,6,46,9.0,7.833333492279053,-1.0999997854232788,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14656,davis,2009-02-16,2009,216,2,16,202.0,7.0,12.0,9.0,6,47,9.5,8.833333015441895,-0.10000031441450119,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14657,davis,2009-02-17,2009,217,2,17,196.0,8.0,11.0,9.0,6,48,9.5,9.333333015441895,0.3999996781349182,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14658,davis,2009-02-18,2009,218,2,18,177.0,6.0,14.0,10.0,6,49,10.0,9.666666984558105,0.7500002980232239,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14659,davis,2009-02-19,2009,219,2,19,196.0,3.0,16.0,9.0,6,50,9.5,9.666666984558105,0.7000003457069397,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14660,davis,2009-02-20,2009,220,2,20,179.0,4.0,17.0,11.0,6,51,10.5,10.0,1.0499999523162842,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14661,davis,2009-02-21,2009,221,2,21,176.0,4.0,16.0,10.0,6,52,10.0,10.0,1.0166666507720947,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14662,davis,2009-02-22,2009,222,2,22,189.0,12.0,13.0,12.0,6,53,12.5,11.0,2.0333333015441895,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14663,davis,2009-02-23,2009,223,2,23,200.0,13.0,16.0,14.0,6,54,14.5,12.333333015441895,3.3333330154418945,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14664,davis,2009-02-24,2009,224,2,24,169.0,10.0,17.0,13.0,6,55,13.5,13.5,4.383333206176758,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14665,davis,2009-02-25,2009,225,2,25,173.0,8.0,16.0,12.0,6,56,12.0,13.333333015441895,4.016666412353516,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14666,davis,2009-02-26,2009,226,2,26,179.0,8.0,17.0,12.0,6,57,12.5,12.666666984558105,3.200000286102295,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14667,davis,2009-02-27,2009,227,2,27,179.0,2.0,15.0,9.0,6,58,8.5,11.0,1.2999999523162842,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14668,davis,2009-02-28,2009,228,2,28,178.0,4.0,16.0,10.0,6,59,10.0,10.333333015441895,0.6166663765907288,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14669,davis,2009-03-01,2009,301,3,1,180.0,11.0,16.0,13.0,6,60,13.5,10.666666984558105,0.8666669726371765,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14670,davis,2009-03-02,2009,302,3,2,178.0,11.0,15.0,13.0,6,61,13.0,12.166666984558105,2.1666669845581055,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14671,davis,2009-03-03,2009,303,3,3,157.0,8.0,12.0,10.0,6,62,10.0,12.166666984558105,2.066667079925537,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14672,davis,2009-03-04,2009,304,3,4,182.0,5.0,12.0,9.0,6,63,8.5,10.5,0.36666667461395264,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14673,davis,2009-03-05,2009,305,3,5,180.0,3.0,14.0,8.0,6,64,8.5,9.0,-1.0666667222976685,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14674,davis,2009-03-06,2009,306,3,6,185.0,5.0,14.0,9.0,6,65,9.5,8.833333015441895,-1.1500003337860107,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14675,davis,2009-03-07,2009,307,3,7,175.0,2.0,16.0,9.0,6,66,9.0,9.0,-0.949999988079071,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14676,davis,2009-03-08,2009,308,3,8,179.0,6.0,15.0,10.0,6,67,10.5,9.666666984558105,-0.18333300948143005,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14677,davis,2009-03-09,2009,309,3,9,206.0,4.0,13.0,8.0,6,68,8.5,9.333333015441895,-0.48333364725112915,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14678,davis,2009-03-10,2009,310,3,10,190.0,-1.0,15.0,7.0,6,69,7.0,8.666666984558105,-1.0999996662139893,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14679,davis,2009-03-11,2009,311,3,11,163.0,1.0,17.0,9.0,6,70,9.0,8.166666984558105,-1.5666663646697998,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14680,davis,2009-03-12,2009,312,3,12,181.0,2.0,21.0,11.0,6,71,11.5,9.166666984558105,-0.6333330273628235,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14681,davis,2009-03-13,2009,313,3,13,186.0,2.0,20.0,10.0,6,72,11.0,10.5,0.4833333194255829,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14682,davis,2009-03-14,2009,314,3,14,156.0,7.0,15.0,11.0,6,73,11.0,11.166666984558105,1.0666669607162476,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14683,davis,2009-03-15,2009,315,3,15,176.0,9.0,16.0,12.0,6,74,12.5,11.5,1.2833333015441895,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14684,davis,2009-03-16,2009,316,3,16,219.0,12.0,19.0,16.0,6,75,15.5,13.0,2.5833332538604736,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14685,davis,2009-03-17,2009,317,3,17,183.0,9.0,19.0,14.0,6,76,14.0,14.0,3.3333332538604736,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14686,davis,2009-03-18,2009,318,3,18,213.0,7.0,23.0,14.0,6,77,15.0,14.833333015441895,3.999999761581421,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14687,davis,2009-03-19,2009,319,3,19,204.0,8.0,24.0,16.0,6,78,16.0,15.0,3.9833333492279053,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14688,davis,2009-03-20,2009,320,3,20,192.0,7.0,24.0,15.0,6,79,15.5,15.5,4.266666889190674,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14689,davis,2009-03-21,2009,321,3,21,180.0,9.0,17.0,12.0,6,80,13.0,14.833333015441895,3.416666269302368,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14690,davis,2009-03-22,2009,322,3,22,210.0,5.0,14.0,10.0,6,81,9.5,12.666666984558105,1.133333683013916,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14691,davis,2009-03-23,2009,323,3,23,189.0,3.0,16.0,9.0,6,82,9.5,10.666666984558105,-0.8333330154418945,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14692,davis,2009-03-24,2009,324,3,24,159.0,3.0,22.0,12.0,6,83,12.5,10.5,-0.9833333492279053,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14693,davis,2009-03-25,2009,325,3,25,195.0,5.0,22.0,13.0,6,84,13.5,11.833333015441895,0.34999969601631165,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14694,davis,2009-03-26,2009,326,3,26,184.0,6.0,24.0,14.0,6,85,15.0,13.666666984558105,2.2166669368743896,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14695,davis,2009-03-27,2009,327,3,27,188.0,11.0,26.0,19.0,6,86,18.5,15.666666984558105,4.1666669845581055,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14696,davis,2009-03-28,2009,328,3,28,199.0,6.0,25.0,16.0,6,87,15.5,16.33333396911621,4.6166672706604,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14697,davis,2009-03-29,2009,329,3,29,175.0,6.0,18.0,12.0,6,88,12.0,15.333333015441895,3.5166664123535156,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14698,davis,2009-03-30,2009,330,3,30,184.0,7.0,21.0,14.0,6,89,14.0,13.833333015441895,1.899999737739563,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14699,davis,2009-03-31,2009,331,3,31,188.0,2.0,23.0,12.0,6,90,12.5,12.833333015441895,0.7666663527488708,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14700,davis,2009-04-01,2009,401,4,1,175.0,9.0,25.0,17.0,6,91,17.0,14.5,2.4666666984558105,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14701,davis,2009-04-02,2009,402,4,2,184.0,8.0,22.0,14.0,6,92,15.0,14.833333015441895,2.666666269302368,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14702,davis,2009-04-03,2009,403,4,3,200.0,5.0,19.0,12.0,6,93,12.0,14.666666984558105,2.333333730697632,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14703,davis,2009-04-04,2009,404,4,4,175.0,6.0,20.0,13.0,6,94,13.0,13.333333015441895,0.8833330273628235,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14704,davis,2009-04-05,2009,405,4,5,168.0,1.0,24.0,12.0,6,95,12.5,12.5,-0.10000000149011612,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14705,davis,2009-04-06,2009,406,4,6,195.0,5.0,28.0,16.0,6,96,16.5,14.0,1.2999999523162842,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14706,davis,2009-04-07,2009,407,4,7,175.0,7.0,18.0,12.0,6,97,12.5,13.833333015441895,0.8833330273628235,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14707,davis,2009-04-08,2009,408,4,8,175.0,9.0,17.0,13.0,6,98,13.0,14.0,0.9833333492279053,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14708,davis,2009-04-09,2009,409,4,9,176.0,11.0,13.0,12.0,6,99,12.0,12.5,-0.6666666865348816,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14709,davis,2009-04-10,2009,410,4,10,183.0,9.0,18.0,13.0,6,100,13.5,12.833333015441895,-0.5000002980232239,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14710,davis,2009-04-11,2009,411,4,11,173.0,4.0,20.0,11.0,6,101,12.0,12.5,-0.9833333492279053,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14711,davis,2009-04-12,2009,412,4,12,166.0,7.0,23.0,15.0,6,102,15.0,13.5,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14712,davis,2009-04-13,2009,413,4,13,208.0,7.0,23.0,15.0,6,103,15.0,14.0,0.36666667461395264,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14713,davis,2009-04-14,2009,414,4,14,197.0,5.0,17.0,11.0,6,104,11.0,13.666666984558105,-0.09999968111515045,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14714,davis,2009-04-15,2009,415,4,15,169.0,6.0,19.0,12.0,6,105,12.5,12.833333015441895,-0.8833336234092712,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14715,davis,2009-04-16,2009,416,4,16,179.0,2.0,24.0,12.0,6,106,13.0,12.166666984558105,-1.4499996900558472,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14716,davis,2009-04-17,2009,417,4,17,191.0,5.0,26.0,16.0,6,107,15.5,13.666666984558105,0.08333364874124527,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14717,davis,2009-04-18,2009,418,4,18,142.0,7.0,30.0,18.0,6,108,18.5,15.666666984558105,2.066667079925537,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14718,davis,2009-04-19,2009,419,4,19,200.0,12.0,32.0,21.0,6,109,22.0,18.66666603088379,4.983332633972168,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14719,davis,2009-04-20,2009,420,4,20,195.0,11.0,34.0,22.0,6,110,22.5,21.0,7.099999904632568,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14720,davis,2009-04-21,2009,421,4,21,186.0,14.0,34.0,24.0,6,111,24.0,22.83333396911621,8.616667747497559,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14721,davis,2009-04-22,2009,422,4,22,206.0,11.0,34.0,22.0,6,112,22.5,23.0,8.300000190734863,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14722,davis,2009-04-23,2009,423,4,23,200.0,11.0,24.0,17.0,6,113,17.5,21.33333396911621,6.200000762939453,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14723,davis,2009-04-24,2009,424,4,24,189.0,9.0,21.0,14.0,6,114,15.0,18.33333396911621,3.0333340167999268,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14724,davis,2009-04-25,2009,425,4,25,179.0,5.0,22.0,13.0,6,115,13.5,15.333333015441895,-0.01666698418557644,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14725,davis,2009-04-26,2009,426,4,26,204.0,8.0,23.0,15.0,6,116,15.5,14.666666984558105,-0.6333330273628235,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14726,davis,2009-04-27,2009,427,4,27,201.0,8.0,19.0,13.0,6,117,13.5,14.166666984558105,-1.0333330631256104,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14727,davis,2009-04-28,2009,428,4,28,219.0,6.0,18.0,11.0,6,118,12.0,13.666666984558105,-1.466666340827942,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14728,davis,2009-04-29,2009,429,4,29,211.0,5.0,20.0,12.0,6,119,12.5,12.666666984558105,-2.4666664600372314,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
