,hospital,date,year,monthday,month,day,attendences,min,max,aver,Hosp_ID,Time_ID,DAT,ThreeDAT,EHIaccl,dow,Sun,Mon,Tue,Wed,Thu,Fri,Sat,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Year_1,Year_2,Year_3,Year_4,Year_5,Year_6,Year_7,Year_8
15066,davis,2010-04-02,2010,402,4,2,146.0,6.0,12.0,9.0,6,457,9.0,9.666666984558105,-2.0666663646698,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15067,davis,2010-04-03,2010,403,4,3,143.0,4.0,15.0,9.0,6,458,9.5,9.5,-2.2333333492279053,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15068,davis,2010-04-04,2010,404,4,4,107.0,6.0,13.0,9.0,6,459,9.5,9.333333015441895,-2.4666669368743896,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15069,davis,2010-04-05,2010,405,4,5,169.0,5.0,14.0,9.0,6,460,9.5,9.5,-2.3499999046325684,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15070,davis,2010-04-06,2010,406,4,6,167.0,2.0,18.0,9.0,6,461,10.0,9.666666984558105,-2.0999996662139893,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15071,davis,2010-04-07,2010,407,4,7,178.0,4.0,21.0,12.0,6,462,12.5,10.666666984558105,-1.0666663646697998,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15072,davis,2010-04-08,2010,408,4,8,153.0,8.0,22.0,14.0,6,463,15.0,12.5,0.6499999761581421,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15073,davis,2010-04-09,2010,409,4,9,159.0,8.0,23.0,16.0,6,464,15.5,14.333333015441895,2.2166664600372314,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15074,davis,2010-04-10,2010,410,4,10,168.0,11.0,17.0,13.0,6,465,14.0,14.833333015441895,2.483333110809326,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15075,davis,2010-04-11,2010,411,4,11,160.0,8.0,14.0,10.0,6,466,11.0,13.5,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15076,davis,2010-04-12,2010,412,4,12,194.0,9.0,13.0,11.0,6,467,11.0,12.0,-0.5833333134651184,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15077,davis,2010-04-13,2010,413,4,13,146.0,8.0,17.0,12.0,6,468,12.5,11.5,-1.2333333492279053,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15078,davis,2010-04-14,2010,414,4,14,151.0,7.0,18.0,12.0,6,469,12.5,12.0,-0.8166666626930237,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15079,davis,2010-04-15,2010,415,4,15,153.0,6.0,21.0,12.0,6,470,13.5,12.833333015441895,-3.178914482759865e-07,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15080,davis,2010-04-16,2010,416,4,16,157.0,10.0,22.0,16.0,6,471,16.0,14.0,1.2166666984558105,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15081,davis,2010-04-17,2010,417,4,17,174.0,9.0,22.0,16.0,6,472,15.5,15.0,2.2666666507720947,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15082,davis,2010-04-18,2010,418,4,18,155.0,6.0,26.0,16.0,6,473,16.0,15.833333015441895,3.0999996662139893,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15083,davis,2010-04-19,2010,419,4,19,193.0,9.0,22.0,16.0,6,474,15.5,15.666666984558105,2.9000003337860107,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15084,davis,2010-04-20,2010,420,4,20,153.0,8.0,15.0,11.0,6,475,11.5,14.333333015441895,1.516666293144226,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15085,davis,2010-04-21,2010,421,4,21,140.0,6.0,13.0,9.0,6,476,9.5,12.166666984558105,-0.5499996542930603,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15086,davis,2010-04-22,2010,422,4,22,139.0,7.0,19.0,13.0,6,477,13.0,11.333333015441895,-1.233333706855774,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15087,davis,2010-04-23,2010,423,4,23,164.0,6.0,22.0,14.0,6,478,14.0,12.166666984558105,-0.2999996840953827,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15088,davis,2010-04-24,2010,424,4,24,173.0,10.0,26.0,18.0,6,479,18.0,15.0,2.5333333015441895,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15089,davis,2010-04-25,2010,425,4,25,172.0,11.0,28.0,19.0,6,480,19.5,17.16666603088379,4.516665935516357,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15090,davis,2010-04-26,2010,426,4,26,173.0,11.0,24.0,18.0,6,481,17.5,18.33333396911621,5.383334159851074,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15091,davis,2010-04-27,2010,427,4,27,162.0,9.0,19.0,14.0,6,482,14.0,17.0,3.9000000953674316,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15092,davis,2010-04-28,2010,428,4,28,147.0,7.0,16.0,11.0,6,483,11.5,14.333333015441895,1.2833330631256104,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15093,davis,2010-04-29,2010,429,4,29,141.0,2.0,19.0,10.0,6,484,10.5,12.0,-0.949999988079071,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15094,davis,2010-04-30,2010,430,4,30,155.0,8.0,22.0,15.0,6,485,15.0,12.333333015441895,-0.5666669607162476,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15095,davis,2010-05-01,2010,501,5,1,152.0,7.0,27.0,17.0,6,486,17.0,14.166666984558105,1.100000262260437,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15096,davis,2010-05-02,2010,502,5,2,136.0,11.0,27.0,19.0,6,487,19.0,17.0,3.700000047683716,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15097,davis,2010-05-03,2010,503,5,3,179.0,8.0,29.0,18.0,6,488,18.5,18.16666603088379,4.533332824707031,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15098,davis,2010-05-04,2010,504,5,4,169.0,9.0,26.0,18.0,6,489,17.5,18.33333396911621,4.40000057220459,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15099,davis,2010-05-05,2010,505,5,5,168.0,7.0,22.0,14.0,6,490,14.5,16.83333396911621,2.633333921432495,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15100,davis,2010-05-06,2010,506,5,6,166.0,9.0,24.0,17.0,6,491,16.5,16.16666603088379,1.7999993562698364,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15101,davis,2010-05-07,2010,507,5,7,148.0,5.0,26.0,16.0,6,492,15.5,15.5,0.9166666865348816,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15102,davis,2010-05-08,2010,508,5,8,159.0,9.0,24.0,16.0,6,493,16.5,16.16666603088379,1.4833327531814575,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15103,davis,2010-05-09,2010,509,5,9,136.0,8.0,18.0,12.0,6,494,13.0,15.0,0.2666666805744171,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15104,davis,2010-05-10,2010,510,5,10,157.0,6.0,16.0,10.0,6,495,11.0,13.5,-1.149999976158142,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15105,davis,2010-05-11,2010,511,5,11,145.0,2.0,22.0,12.0,6,496,12.0,12.0,-2.549999952316284,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15106,davis,2010-05-12,2010,512,5,12,177.0,8.0,27.0,17.0,6,497,17.5,13.5,-1.0833333730697632,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15107,davis,2010-05-13,2010,513,5,13,158.0,9.0,29.0,19.0,6,498,19.0,16.16666603088379,1.3666660785675049,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15108,davis,2010-05-14,2010,514,5,14,165.0,11.0,28.0,19.0,6,499,19.5,18.66666603088379,3.6499993801116943,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15109,davis,2010-05-15,2010,515,5,15,185.0,10.0,29.0,19.0,6,500,19.5,19.33333396911621,4.083333969116211,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15110,davis,2010-05-16,2010,516,5,16,183.0,11.0,26.0,18.0,6,501,18.5,19.16666603088379,3.7166659832000732,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15111,davis,2010-05-17,2010,517,5,17,209.0,11.0,18.0,14.0,6,502,14.5,17.5,1.9666666984558105,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15112,davis,2010-05-18,2010,518,5,18,164.0,11.0,23.0,17.0,6,503,17.0,16.66666603088379,1.166666030883789,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15113,davis,2010-05-19,2010,519,5,19,135.0,12.0,19.0,16.0,6,504,15.5,15.666666984558105,0.13333365321159363,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15114,davis,2010-05-20,2010,520,5,20,175.0,7.0,24.0,15.0,6,505,15.5,16.0,0.46666666865348816,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15115,davis,2010-05-21,2010,521,5,21,167.0,8.0,21.0,14.0,6,506,14.5,15.166666984558105,-0.49999967217445374,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15116,davis,2010-05-22,2010,522,5,22,190.0,5.0,18.0,11.0,6,507,11.5,13.833333015441895,-2.000000238418579,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15117,davis,2010-05-23,2010,523,5,23,146.0,6.0,24.0,14.0,6,508,15.0,13.666666984558105,-2.116666316986084,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15118,davis,2010-05-24,2010,524,5,24,169.0,10.0,20.0,14.0,6,509,15.0,13.833333015441895,-1.983333706855774,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15119,davis,2010-05-25,2010,525,5,25,154.0,9.0,19.0,13.0,6,510,14.0,14.666666984558105,-1.049999713897705,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15120,davis,2010-05-26,2010,526,5,26,173.0,12.0,22.0,16.0,6,511,17.0,15.333333015441895,-0.2000003159046173,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15121,davis,2010-05-27,2010,527,5,27,151.0,10.0,18.0,13.0,6,512,14.0,15.0,-0.5166666507720947,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15122,davis,2010-05-28,2010,528,5,28,177.0,6.0,21.0,13.0,6,513,13.5,14.833333015441895,-0.6833336353302002,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15123,davis,2010-05-29,2010,529,5,29,159.0,11.0,28.0,19.0,6,514,19.5,15.666666984558105,0.08333364874124527,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15124,davis,2010-05-30,2010,530,5,30,149.0,10.0,31.0,20.0,6,515,20.5,17.83333396911621,1.9500006437301636,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15125,davis,2010-05-31,2010,531,5,31,158.0,16.0,27.0,22.0,6,516,21.5,20.5,4.433333396911621,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15126,davis,2010-06-01,2010,601,6,1,176.0,14.0,27.0,20.0,6,517,20.5,20.83333396911621,4.6166672706604,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15127,davis,2010-06-02,2010,602,6,2,168.0,14.0,29.0,21.0,6,518,21.5,21.16666603088379,4.899999141693115,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15128,davis,2010-06-03,2010,603,6,3,160.0,16.0,29.0,22.0,6,519,22.5,21.5,5.133333206176758,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15129,davis,2010-06-04,2010,604,6,4,188.0,18.0,28.0,22.0,6,520,23.0,22.33333396911621,5.8000006675720215,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15130,davis,2010-06-05,2010,605,6,5,172.0,16.0,32.0,24.0,6,521,24.0,23.16666603088379,6.34999942779541,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15131,davis,2010-06-06,2010,606,6,6,148.0,17.0,33.0,24.0,6,522,25.0,24.0,6.933333396911621,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15132,davis,2010-06-07,2010,607,6,7,193.0,15.0,31.0,23.0,6,523,23.0,24.0,6.616666793823242,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15133,davis,2010-06-08,2010,608,6,8,168.0,14.0,30.0,21.0,6,524,22.0,23.33333396911621,5.733334064483643,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15134,davis,2010-06-09,2010,609,6,9,160.0,13.0,27.0,20.0,6,525,20.0,21.66666603088379,3.7666659355163574,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15135,davis,2010-06-10,2010,610,6,10,143.0,10.0,26.0,18.0,6,526,18.0,20.0,1.7999999523162842,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15136,davis,2010-06-11,2010,611,6,11,174.0,16.0,29.0,22.0,6,527,22.5,20.16666603088379,1.766666054725647,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15137,davis,2010-06-12,2010,612,6,12,150.0,16.0,33.0,24.0,6,528,24.5,21.66666603088379,3.09999942779541,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15138,davis,2010-06-13,2010,613,6,13,160.0,15.0,36.0,26.0,6,529,25.5,24.16666603088379,5.416666030883789,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15139,davis,2010-06-14,2010,614,6,14,196.0,17.0,33.0,26.0,6,530,25.0,25.0,6.050000190734863,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15140,davis,2010-06-15,2010,615,6,15,150.0,13.0,29.0,21.0,6,531,21.0,23.83333396911621,4.700000762939453,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15141,davis,2010-06-16,2010,616,6,16,164.0,12.0,28.0,20.0,6,532,20.0,22.0,2.7833333015441895,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15142,davis,2010-06-17,2010,617,6,17,177.0,12.0,30.0,21.0,6,533,21.0,20.66666603088379,1.266666054725647,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15143,davis,2010-06-18,2010,618,6,18,148.0,13.0,27.0,19.0,6,534,20.0,20.33333396911621,0.8000006079673767,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15144,davis,2010-06-19,2010,619,6,19,159.0,11.0,25.0,18.0,6,535,18.0,19.66666603088379,-0.016667302697896957,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15145,davis,2010-06-20,2010,620,6,20,152.0,11.0,28.0,19.0,6,536,19.5,19.16666603088379,-0.6000006198883057,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15146,davis,2010-06-21,2010,621,6,21,183.0,13.0,31.0,22.0,6,537,22.0,19.83333396911621,-0.09999936074018478,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15147,davis,2010-06-22,2010,622,6,22,160.0,16.0,33.0,24.0,6,538,24.5,22.0,1.7166666984558105,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15148,davis,2010-06-23,2010,623,6,23,189.0,16.0,34.0,24.0,6,539,25.0,23.83333396911621,3.2333340644836426,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15149,davis,2010-06-24,2010,624,6,24,168.0,14.0,29.0,21.0,6,540,21.5,23.66666603088379,2.733332633972168,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15150,davis,2010-06-25,2010,625,6,25,173.0,13.0,30.0,21.0,6,541,21.5,22.66666603088379,1.4833327531814575,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15151,davis,2010-06-26,2010,626,6,26,163.0,14.0,35.0,24.0,6,542,24.5,22.5,1.1666666269302368,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15152,davis,2010-06-27,2010,627,6,27,163.0,16.0,39.0,27.0,6,543,27.5,24.5,2.816666603088379,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15153,davis,2010-06-28,2010,628,6,28,190.0,20.0,39.0,29.0,6,544,29.5,27.16666603088379,5.016665935516357,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15154,davis,2010-06-29,2010,629,6,29,153.0,17.0,37.0,27.0,6,545,27.0,28.0,5.516666889190674,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15155,davis,2010-06-30,2010,630,6,30,171.0,15.0,32.0,23.0,6,546,23.5,26.66666603088379,3.9666659832000732,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15156,davis,2010-07-01,2010,701,7,1,169.0,13.0,31.0,21.0,6,547,22.0,24.16666603088379,1.3999993801116943,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
15157,davis,2010-07-02,2010,702,7,2,170.0,14.0,31.0,22.0,6,548,22.5,22.66666603088379,-0.15000063180923462,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
15158,davis,2010-07-03,2010,703,7,3,146.0,16.0,33.0,24.0,6,549,24.5,23.0,0.15000000596046448,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
15159,davis,2010-07-04,2010,704,7,4,145.0,16.0,37.0,26.0,6,550,26.5,24.5,1.5833333730697632,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
15160,davis,2010-07-05,2010,705,7,5,216.0,16.0,36.0,26.0,6,551,26.0,25.66666603088379,2.6333327293395996,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
15161,davis,2010-07-06,2010,706,7,6,173.0,13.0,30.0,21.0,6,552,21.5,24.66666603088379,1.5666660070419312,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
15162,davis,2010-07-07,2010,707,7,7,169.0,13.0,32.0,22.0,6,553,22.5,23.33333396911621,0.35000064969062805,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
15163,davis,2010-07-08,2010,708,7,8,146.0,13.0,32.0,22.0,6,554,22.5,22.16666603088379,-0.8000006079673767,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
15164,davis,2010-07-09,2010,709,7,9,157.0,14.0,33.0,23.0,6,555,23.5,22.83333396911621,-0.14999936521053314,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
15165,davis,2010-07-10,2010,710,7,10,176.0,15.0,37.0,26.0,6,556,26.0,24.0,0.8999999761581421,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
15166,davis,2010-07-11,2010,711,7,11,162.0,14.0,37.0,26.0,6,557,25.5,25.0,1.6333333253860474,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
15167,davis,2010-07-12,2010,712,7,12,182.0,14.0,31.0,22.0,6,558,22.5,24.66666603088379,1.1999993324279785,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
15168,davis,2010-07-13,2010,713,7,13,180.0,14.0,31.0,22.0,6,559,22.5,23.5,0.10000000149011612,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
15169,davis,2010-07-14,2010,714,7,14,177.0,16.0,34.0,24.0,6,560,25.0,23.33333396911621,0.03333396837115288,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
15170,davis,2010-07-15,2010,715,7,15,177.0,18.0,38.0,28.0,6,561,28.0,25.16666603088379,1.8666660785675049,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
15171,davis,2010-07-16,2010,716,7,16,173.0,19.0,39.0,29.0,6,562,29.0,27.33333396911621,3.8000006675720215,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
15172,davis,2010-07-17,2010,717,7,17,166.0,16.0,36.0,26.0,6,563,26.0,27.66666603088379,3.8333327770233154,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
15173,davis,2010-07-18,2010,718,7,18,150.0,17.0,38.0,27.0,6,564,27.5,27.5,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
15174,davis,2010-07-19,2010,719,7,19,188.0,17.0,37.0,27.0,6,565,27.0,26.83333396911621,2.583333969116211,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
15175,davis,2010-07-20,2010,720,7,20,176.0,14.0,32.0,23.0,6,566,23.0,25.83333396911621,1.2833340167999268,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
15176,davis,2010-07-21,2010,721,7,21,151.0,13.0,28.0,20.0,6,567,20.5,23.5,-1.1666666269302368,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
15177,davis,2010-07-22,2010,722,7,22,164.0,12.0,34.0,22.0,6,568,23.0,22.16666603088379,-2.450000524520874,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
15178,davis,2010-07-23,2010,723,7,23,147.0,14.0,35.0,24.0,6,569,24.5,22.66666603088379,-1.9000006914138794,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
15179,davis,2010-07-24,2010,724,7,24,166.0,14.0,36.0,25.0,6,570,25.0,24.16666603088379,-0.3833339810371399,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
15180,davis,2010-07-25,2010,725,7,25,144.0,14.0,33.0,23.0,6,571,23.5,24.33333396911621,-0.33333268761634827,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
15181,davis,2010-07-26,2010,726,7,26,168.0,13.0,28.0,20.0,6,572,20.5,23.0,-1.7333333492279053,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
15182,davis,2010-07-27,2010,727,7,27,171.0,12.0,29.0,20.0,6,573,20.5,21.5,-3.0999999046325684,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
